,sentence,intent
28191,IT/과학 뉴스 좀,news
28192,문화 뉴스 새로 나온거 있어?,news
28193,어제의 경제 뉴스는 새로 나온거 있어?,news
28194,문화 뉴스,news
28195,오늘의  뉴스 머가 있어?,news
28196,정치 뉴스 좀,news
28197,과학 뉴스는 좀,news
28198,생활/문화 뉴스는,news
28199,정치 뉴스,news
28200,오늘의 정치 뉴스 알려줘.,news
28201,오늘의 세계 뉴스는 새로 나온거 있어?,news
28202,오늘의 IT/과학 뉴스 머가 있어?,news
28203,오늘의 문화 뉴스는 머가 있어?,news
28204,오늘의 사회 뉴스,news
28205,오늘의 문화 뉴스는 머머 있어?,news
28206,세계 뉴스 좀,news
28207,오늘의 생활 뉴스 알려줘.,news
28208,어제의 IT/과학 뉴스,news
28209,문화 뉴스는 좀,news
28210,어제의 과학 뉴스는 머머 있어?,news
28211,IT 뉴스는 좀 알려줘,news
28212,오늘의 과학 뉴스 좀,news
28213,어제의 과학 뉴스는 좀,news
28214,오늘의 IT 뉴스는 좀 알려줘,news
28215,사회 뉴스는,news
28216,생활/문화 뉴스는 머가 있어?,news
28217,어제의 생활 뉴스는 머머 있어?,news
28218,오늘의 생활/문화 뉴스 머가 있어?,news
28219,과학 뉴스 좀,news
28220,사회 뉴스 알려줘.,news
28221,IT/과학 뉴스 좀,news
28222,오늘의 문화 뉴스는 좀 알려줘,news
28223,어제의 과학 뉴스 머가 있어?,news
28224,어제의 생활 뉴스는,news
28225,어제의 경제 뉴스 알려줘.,news
28226,문화 뉴스는,news
28227,오늘의 사회 뉴스 좀 알려줘,news
28228,오늘의 생활 뉴스는 알려줘.,news
28229,세계 뉴스 좀,news
28230,어제의 IT/과학 뉴스는 좀,news
28231,오늘의 IT/과학 뉴스 알려줘.,news
28232,세계 뉴스는 머가 있어?,news
28233,IT/과학 뉴스는 좀 알려줘,news
28234,오늘의 세계 뉴스는 알려줘.,news
28235,오늘의 생활/문화 뉴스 알려줘.,news
28236,어제의 정치 뉴스 새로 나온거 있어?,news
28237,오늘의 경제 뉴스 알려줘.,news
28238,경제 뉴스는 새로 나온거 있어?,news
28239,과학 뉴스는 머머 있어?,news
28240,어제의 생활/문화 뉴스는 새로 나온거 있어?,news
28241,생활/문화 뉴스는 새로 나온거 있어?,news
28242,오늘의 사회 뉴스 새로 나온거 있어?,news
28243,어제의 IT/과학 뉴스 알려줘.,news
28244,뉴스는 좀,news
28245,세계 뉴스는 머가 있어?,news
28246,정치 뉴스 머머 있어?,news
28247,오늘의 문화 뉴스 새로 나온거 있어?,news
28248,오늘의 사회 뉴스는,news
28249,IT 뉴스는 알려줘.,news
28250,오늘의  뉴스 좀,news
28251,오늘의 사회 뉴스는 알려줘.,news
28252,어제의 정치 뉴스 좀 알려줘,news
28253,오늘의 정치 뉴스 좀 알려줘,news
28254,오늘의 생활/문화 뉴스는 좀,news
28255,어제의 경제 뉴스 좀 알려줘,news
28256,문화 뉴스는 좀,news
28257,어제의 경제 뉴스는 좀,news
28258,어제의  뉴스는 좀,news
28259,어제의 과학 뉴스,news
28260,생활 뉴스는 새로 나온거 있어?,news
28261,어제의 생활 뉴스는,news
28262,어제의 IT 뉴스는 머가 있어?,news
28263,어제의 정치 뉴스는 알려줘.,news
28264,뉴스 알려줘.,news
28265,오늘의 문화 뉴스 알려줘.,news
28266,어제의 문화 뉴스 좀,news
28267,세계 뉴스 좀 알려줘,news
28268,뉴스는 알려줘.,news
28269,오늘의 세계 뉴스는 머가 있어?,news
28270,오늘의 사회 뉴스는 알려줘.,news
28271,IT 뉴스는 머머 있어?,news
28272,오늘의 경제 뉴스는 좀,news
28273,생활 뉴스 알려줘.,news
28274,IT/과학 뉴스는,news
28275,어제의 IT/과학 뉴스 좀,news
28276,사회 뉴스는 머머 있어?,news
28277,어제의 생활/문화 뉴스는 좀 알려줘,news
28278,어제의 생활 뉴스는 좀 알려줘,news
28279,과학 뉴스는 알려줘.,news
28280,어제의 경제 뉴스,news
28281,세계 뉴스는,news
28282,어제의 IT/과학 뉴스는 새로 나온거 있어?,news
28283,어제의  뉴스는 새로 나온거 있어?,news
28284,사회 뉴스는,news
28285,어제의 정치 뉴스는 좀,news
28286,어제의 생활/문화 뉴스 좀,news
28287,어제의 IT 뉴스는 새로 나온거 있어?,news
28288,오늘의 IT 뉴스는,news
28289,어제의 사회 뉴스 좀,news
28290,뉴스는 새로 나온거 있어?,news
28291,문화 뉴스는 좀 알려줘,news
28292,문화 뉴스 좀 알려줘,news
28293,뉴스는 머머 있어?,news
28294,오늘의  뉴스는 알려줘.,news
28295,세계 뉴스 머가 있어?,news
28296,오늘의  뉴스는 머머 있어?,news
28297,어제의 생활/문화 뉴스 알려줘.,news
28298,세계 뉴스,news
28299,어제의 세계 뉴스 좀,news
28300,어제의 문화 뉴스는 좀,news
28301,생활/문화 뉴스 새로 나온거 있어?,news
28302,생활/문화 뉴스는 좀 알려줘,news
28303,오늘의 경제 뉴스 알려줘.,news
28304,오늘의 세계 뉴스 머가 있어?,news
28305,어제의 문화 뉴스는 알려줘.,news
28306,오늘의 과학 뉴스는 알려줘.,news
28307,오늘의 사회 뉴스 좀,news
28308,오늘의 IT 뉴스 좀 알려줘,news
28309,오늘의 과학 뉴스 알려줘.,news
28310,어제의 정치 뉴스 좀,news
28311,경제 뉴스 머가 있어?,news
28312,오늘의 생활/문화 뉴스 좀 알려줘,news
28313,경제 뉴스 머가 있어?,news
28314,IT/과학 뉴스 알려줘.,news
28315,어제의 생활 뉴스,news
28316,오늘의 세계 뉴스는 좀,news
28317,문화 뉴스 좀,news
28318,오늘의 생활 뉴스는 머가 있어?,news
28319,오늘의  뉴스 머가 있어?,news
28320,IT/과학 뉴스는 좀 알려줘,news
28321,어제의 문화 뉴스 새로 나온거 있어?,news
28322,어제의 문화 뉴스 머머 있어?,news
28323,IT/과학 뉴스는,news
28324,오늘의 사회 뉴스는,news
28325,어제의 과학 뉴스,news
28326,오늘의 경제 뉴스 새로 나온거 있어?,news
28327,세계 뉴스는 좀,news
28328,오늘의  뉴스 새로 나온거 있어?,news
28329,어제의 문화 뉴스 새로 나온거 있어?,news
28330,어제의 IT/과학 뉴스 좀 알려줘,news
28331,어제의 IT/과학 뉴스는 새로 나온거 있어?,news
28332,어제의 정치 뉴스는 새로 나온거 있어?,news
28333,오늘의 IT 뉴스 머가 있어?,news
28334,과학 뉴스 머가 있어?,news
28335,IT/과학 뉴스는 좀,news
28336,오늘의 정치 뉴스 좀 알려줘,news
28337,어제의 경제 뉴스 머가 있어?,news
28338,오늘의 문화 뉴스 좀,news
28339,세계 뉴스 좀 알려줘,news
28340,어제의  뉴스 새로 나온거 있어?,news
28341,오늘의 사회 뉴스 머머 있어?,news
28342,과학 뉴스 좀 알려줘,news
28343,어제의 문화 뉴스는 좀,news
28344,어제의 과학 뉴스는 머가 있어?,news
28345,어제의 정치 뉴스 머가 있어?,news
28346,IT/과학 뉴스,news
28347,오늘의 경제 뉴스 좀 알려줘,news
28348,뉴스는 알려줘.,news
28349,오늘의 정치 뉴스,news
28350,오늘의 사회 뉴스 새로 나온거 있어?,news
28351,사회 뉴스는 새로 나온거 있어?,news
28352,오늘의 생활 뉴스 좀 알려줘,news
28353,어제의 정치 뉴스 머가 있어?,news
28354,생활 뉴스 좀 알려줘,news
28355,어제의 과학 뉴스 좀 알려줘,news
28356,정치 뉴스는 새로 나온거 있어?,news
28357,오늘의 문화 뉴스는 알려줘.,news
28358,어제의 경제 뉴스는 좀,news
28359,오늘의 문화 뉴스는 좀,news
28360,어제의 IT 뉴스는,news
28361,어제의 정치 뉴스 머가 있어?,news
28362,IT/과학 뉴스는,news
28363,오늘의 IT 뉴스 머머 있어?,news
28364,어제의 생활/문화 뉴스 새로 나온거 있어?,news
28365,사회 뉴스 새로 나온거 있어?,news
28366,오늘의  뉴스 머가 있어?,news
28367,오늘의 과학 뉴스,news
28368,오늘의 과학 뉴스는 머머 있어?,news
28369,IT 뉴스는 머가 있어?,news
28370,생활 뉴스,news
28371,정치 뉴스는,news
28372,오늘의 생활 뉴스는 좀,news
28373,IT/과학 뉴스는 새로 나온거 있어?,news
28374,IT/과학 뉴스는 좀 알려줘,news
28375,어제의 생활/문화 뉴스는 머머 있어?,news
28376,오늘의 경제 뉴스는 좀,news
28377,IT 뉴스,news
28378,사회 뉴스 좀,news
28379,문화 뉴스 머가 있어?,news
28380,오늘의 세계 뉴스,news
28381,세계 뉴스는 좀,news
28382,어제의 정치 뉴스는 새로 나온거 있어?,news
28383,오늘의  뉴스는 좀 알려줘,news
28384,오늘의 문화 뉴스 알려줘.,news
28385,문화 뉴스 알려줘.,news
28386,정치 뉴스는 좀 알려줘,news
28387,어제의 IT 뉴스는 알려줘.,news
28388,오늘의 세계 뉴스는,news
28389,어제의 세계 뉴스는 좀,news
28390,문화 뉴스는 머머 있어?,news
28391,오늘의 생활 뉴스는 머가 있어?,news
28392,어제의 사회 뉴스 새로 나온거 있어?,news
28393,어제의  뉴스는 알려줘.,news
28394,어제의 생활/문화 뉴스,news
28395,오늘의 IT 뉴스는,news
28396,어제의 IT 뉴스,news
28397,어제의 생활/문화 뉴스,news
28398,과학 뉴스는,news
28399,오늘의 사회 뉴스는 머가 있어?,news
28400,오늘의 과학 뉴스 머머 있어?,news
28401,IT 뉴스는 머가 있어?,news
28402,어제의  뉴스는 머가 있어?,news
28403,오늘의 사회 뉴스는 머머 있어?,news
28404,어제의 과학 뉴스 새로 나온거 있어?,news
28405,어제의 사회 뉴스는 머머 있어?,news
28406,생활 뉴스 새로 나온거 있어?,news
28407,IT/과학 뉴스는,news
28408,어제의 IT/과학 뉴스 새로 나온거 있어?,news
28409,어제의 IT 뉴스 좀 알려줘,news
28410,오늘의 정치 뉴스는 머머 있어?,news
28411,오늘의 문화 뉴스,news
28412,오늘의 과학 뉴스는,news
28413,어제의 사회 뉴스 알려줘.,news
28414,어제의  뉴스 머가 있어?,news
28415,오늘의 사회 뉴스 새로 나온거 있어?,news
28416,정치 뉴스 좀,news
28417,IT/과학 뉴스는,news
28418,문화 뉴스 좀 알려줘,news
28419,오늘의 IT 뉴스,news
28420,오늘의 사회 뉴스는,news
28421,어제의 생활 뉴스 머가 있어?,news
28422,오늘의 과학 뉴스는 머머 있어?,news
28423,어제의 세계 뉴스는,news
28424,오늘의 사회 뉴스 좀 알려줘,news
28425,어제의 IT 뉴스 알려줘.,news
28426,오늘의 생활 뉴스 머가 있어?,news
28427,어제의 IT/과학 뉴스,news
28428,과학 뉴스는 머가 있어?,news
28429,오늘의 IT 뉴스는 좀 알려줘,news
28430,뉴스 새로 나온거 있어?,news
28431,IT 뉴스는 좀 알려줘,news
28432,문화 뉴스는 알려줘.,news
28433,생활/문화 뉴스는 좀 알려줘,news
28434,어제의 사회 뉴스 머머 있어?,news
28435,세계 뉴스는 머머 있어?,news
28436,어제의 생활 뉴스는 머가 있어?,news
28437,경제 뉴스 알려줘.,news
28438,어제의 IT/과학 뉴스 알려줘.,news
28439,경제 뉴스는 좀 알려줘,news
28440,어제의 IT/과학 뉴스 좀 알려줘,news
28441,오늘의 정치 뉴스 좀 알려줘,news
28442,오늘의 경제 뉴스 새로 나온거 있어?,news
28443,IT 뉴스는 머머 있어?,news
28444,어제의 과학 뉴스는 머가 있어?,news
28445,오늘의 생활/문화 뉴스 알려줘.,news
28446,오늘의 IT 뉴스는 좀 알려줘,news
28447,오늘의 세계 뉴스는,news
28448,어제의 문화 뉴스는 좀 알려줘,news
28449,오늘의 정치 뉴스는 머가 있어?,news
28450,오늘의 IT/과학 뉴스는 좀 알려줘,news
28451,어제의 과학 뉴스 새로 나온거 있어?,news
28452,어제의 생활/문화 뉴스는 좀,news
28453,어제의 생활/문화 뉴스 머머 있어?,news
28454,오늘의 과학 뉴스는 머머 있어?,news
28455,과학 뉴스는 머머 있어?,news
28456,어제의 IT 뉴스 좀,news
28457,어제의 문화 뉴스는 알려줘.,news
28458,오늘의 세계 뉴스,news
28459,오늘의 사회 뉴스는 머가 있어?,news
28460,문화 뉴스는 새로 나온거 있어?,news
28461,오늘의 세계 뉴스 좀 알려줘,news
28462,오늘의 사회 뉴스는 알려줘.,news
28463,오늘의  뉴스는 좀,news
28464,오늘의 세계 뉴스는 알려줘.,news
28465,어제의 생활 뉴스는 머가 있어?,news
28466,IT/과학 뉴스 알려줘.,news
28467,오늘의 생활 뉴스 머머 있어?,news
28468,어제의  뉴스는 새로 나온거 있어?,news
28469,어제의 생활/문화 뉴스는 머가 있어?,news
28470,어제의 문화 뉴스 좀,news
28471,경제 뉴스 머머 있어?,news
28472,오늘의 IT/과학 뉴스는 알려줘.,news
28473,오늘의 과학 뉴스 머머 있어?,news
28474,오늘의 IT 뉴스 알려줘.,news
28475,뉴스 머가 있어?,news
28476,어제의 세계 뉴스 좀 알려줘,news
28477,어제의  뉴스 좀,news
28478,어제의 생활 뉴스 머가 있어?,news
28479,오늘의 세계 뉴스 좀 알려줘,news
28480,경제 뉴스는 좀,news
28481,생활 뉴스는 좀 알려줘,news
28482,오늘의 생활 뉴스,news
28483,정치 뉴스 머머 있어?,news
28484,어제의 과학 뉴스는 새로 나온거 있어?,news
28485,오늘의 생활/문화 뉴스는 좀,news
28486,오늘의 과학 뉴스는 머머 있어?,news
28487,어제의 생활/문화 뉴스 좀 알려줘,news
28488,어제의 사회 뉴스 알려줘.,news
28489,생활 뉴스는 좀 알려줘,news
28490,오늘의 경제 뉴스는 새로 나온거 있어?,news
28491,경제 뉴스는 머머 있어?,news
28492,생활 뉴스는 새로 나온거 있어?,news
28493,정치 뉴스 머머 있어?,news
28494,어제의 생활 뉴스는,news
28495,오늘의 생활/문화 뉴스는 머가 있어?,news
28496,어제의 사회 뉴스는 좀,news
28497,오늘의 문화 뉴스 새로 나온거 있어?,news
28498,어제의 세계 뉴스 머가 있어?,news
28499,정치 뉴스는 좀,news
28500,문화 뉴스는 알려줘.,news
28501,어제의 생활 뉴스는 알려줘.,news
28502,정치 뉴스는 머머 있어?,news
28503,생활/문화 뉴스 새로 나온거 있어?,news
28504,어제의 IT/과학 뉴스는 새로 나온거 있어?,news
28505,뉴스 머머 있어?,news
28506,어제의 문화 뉴스 머가 있어?,news
28507,어제의 과학 뉴스,news
28508,오늘의 IT 뉴스 좀,news
28509,어제의 과학 뉴스 좀,news
28510,오늘의 사회 뉴스는 새로 나온거 있어?,news
28511,오늘의 생활 뉴스는 좀 알려줘,news
28512,오늘의 IT 뉴스는 머머 있어?,news
28513,생활 뉴스는 머가 있어?,news
28514,오늘의 문화 뉴스 머머 있어?,news
28515,정치 뉴스 좀,news
28516,오늘의  뉴스,news
28517,IT 뉴스 머가 있어?,news
28518,문화 뉴스 좀,news
28519,뉴스 알려줘.,news
28520,세계 뉴스는 머머 있어?,news
28521,어제의 과학 뉴스는,news
28522,어제의 사회 뉴스 머머 있어?,news
28523,어제의 IT 뉴스 머가 있어?,news
28524,경제 뉴스는 좀,news
28525,생활/문화 뉴스는 머머 있어?,news
28526,어제의 과학 뉴스는 좀 알려줘,news
28527,오늘의 경제 뉴스는 새로 나온거 있어?,news
28528,경제 뉴스는 머가 있어?,news
28529,어제의 경제 뉴스는 좀,news
28530,IT 뉴스는 머머 있어?,news
28531,어제의  뉴스 좀,news
28532,오늘의 정치 뉴스는,news
28533,어제의 세계 뉴스 머가 있어?,news
28534,오늘의  뉴스 새로 나온거 있어?,news
28535,어제의 IT 뉴스 머가 있어?,news
28536,오늘의 생활/문화 뉴스 새로 나온거 있어?,news
28537,어제의 IT 뉴스 머가 있어?,news
28538,정치 뉴스는 알려줘.,news
28539,IT 뉴스 좀,news
28540,오늘의 생활/문화 뉴스 좀 알려줘,news
28541,오늘의 세계 뉴스는 좀 알려줘,news
28542,오늘의 사회 뉴스는 새로 나온거 있어?,news
28543,오늘의 경제 뉴스는 머머 있어?,news
28544,오늘의 사회 뉴스는 머가 있어?,news
28545,오늘의 정치 뉴스 알려줘.,news
28546,경제 뉴스 좀,news
28547,오늘의 과학 뉴스는 새로 나온거 있어?,news
28548,IT/과학 뉴스 알려줘.,news
28549,오늘의 문화 뉴스는 알려줘.,news
28550,오늘의  뉴스 새로 나온거 있어?,news
28551,어제의 생활/문화 뉴스는 머가 있어?,news
28552,오늘의 IT/과학 뉴스는 알려줘.,news
28553,생활/문화 뉴스는 알려줘.,news
28554,오늘의 사회 뉴스 새로 나온거 있어?,news
28555,어제의 사회 뉴스는 알려줘.,news
28556,오늘의 경제 뉴스는 새로 나온거 있어?,news
28557,어제의 사회 뉴스 알려줘.,news
28558,과학 뉴스 알려줘.,news
28559,어제의  뉴스 알려줘.,news
28560,오늘의 정치 뉴스는 새로 나온거 있어?,news
28561,어제의 정치 뉴스,news
28562,어제의 문화 뉴스는 머가 있어?,news
28563,오늘의 생활/문화 뉴스 새로 나온거 있어?,news
28564,오늘의 경제 뉴스는,news
28565,오늘의 정치 뉴스는 좀,news
28566,오늘의 세계 뉴스는 새로 나온거 있어?,news
28567,어제의 과학 뉴스 알려줘.,news
28568,IT 뉴스는 알려줘.,news
28569,IT 뉴스는,news
28570,어제의 문화 뉴스는 머가 있어?,news
28571,IT 뉴스 머머 있어?,news
28572,오늘의 문화 뉴스 좀 알려줘,news
28573,IT 뉴스는 알려줘.,news
28574,세계 뉴스 새로 나온거 있어?,news
28575,생활/문화 뉴스 머가 있어?,news
28576,오늘의 사회 뉴스는 좀 알려줘,news
28577,어제의  뉴스는,news
28578,어제의 IT/과학 뉴스는 새로 나온거 있어?,news
28579,오늘의 세계 뉴스,news
28580,어제의 생활/문화 뉴스는 좀 알려줘,news
28581,어제의 생활/문화 뉴스 알려줘.,news
28582,오늘의 과학 뉴스 머가 있어?,news
28583,오늘의  뉴스 머가 있어?,news
28584,생활/문화 뉴스는 머가 있어?,news
28585,오늘의 생활 뉴스는 좀 알려줘,news
28586,어제의 IT 뉴스는,news
28587,어제의 생활/문화 뉴스는 알려줘.,news
28588,생활/문화 뉴스 머머 있어?,news
28589,세계 뉴스 머가 있어?,news
28590,오늘의 생활 뉴스 머머 있어?,news
28591,어제의 생활 뉴스는 새로 나온거 있어?,news
28592,어제의 정치 뉴스는,news
28593,사회 뉴스는 좀,news
28594,어제의 생활/문화 뉴스는 좀 알려줘,news
28595,어제의 과학 뉴스 좀 알려줘,news
28596,어제의 생활 뉴스는 알려줘.,news
28597,어제의 세계 뉴스는 머가 있어?,news
28598,오늘의 IT/과학 뉴스는 머가 있어?,news
28599,어제의 IT 뉴스는 알려줘.,news
28600,오늘의 세계 뉴스는 머머 있어?,news
28601,어제의 사회 뉴스는,news
28602,어제의 과학 뉴스는 머머 있어?,news
28603,오늘의 정치 뉴스 좀,news
28604,오늘의 IT 뉴스 머가 있어?,news
28605,생활 뉴스는 머머 있어?,news
28606,정치 뉴스 좀 알려줘,news
28607,생활 뉴스는 새로 나온거 있어?,news
28608,어제의  뉴스는 머머 있어?,news
28609,오늘의 과학 뉴스는 머가 있어?,news
28610,어제의 생활 뉴스는 좀,news
28611,사회 뉴스 새로 나온거 있어?,news
28612,어제의 생활 뉴스는 머가 있어?,news
28613,어제의 문화 뉴스는 알려줘.,news
28614,과학 뉴스는 좀,news
28615,어제의 경제 뉴스는 알려줘.,news
28616,어제의 정치 뉴스는 좀,news
28617,오늘의 IT/과학 뉴스는 좀 알려줘,news
28618,오늘의 경제 뉴스는 좀,news
28619,오늘의 IT 뉴스 좀,news
28620,오늘의 사회 뉴스는 머머 있어?,news
28621,어제의 정치 뉴스는 좀,news
28622,오늘의 세계 뉴스 머머 있어?,news
28623,정치 뉴스는 머머 있어?,news
28624,어제의 생활 뉴스는 좀 알려줘,news
28625,오늘의 생활 뉴스는,news
28626,어제의 과학 뉴스 머가 있어?,news
28627,어제의 세계 뉴스는 머가 있어?,news
28628,생활 뉴스 머가 있어?,news
28629,정치 뉴스 머가 있어?,news
28630,어제의 IT 뉴스 좀,news
28631,IT/과학 뉴스 좀,news
28632,오늘의 세계 뉴스는 좀 알려줘,news
28633,사회 뉴스 좀,news
28634,어제의 사회 뉴스 좀,news
28635,오늘의 생활/문화 뉴스는,news
28636,오늘의 생활/문화 뉴스는 새로 나온거 있어?,news
28637,어제의 사회 뉴스 알려줘.,news
28638,어제의 생활 뉴스 알려줘.,news
28639,어제의 과학 뉴스 좀,news
28640,오늘의 생활 뉴스는 새로 나온거 있어?,news
28641,과학 뉴스는 좀,news
28642,정치 뉴스는 머머 있어?,news
28643,어제의 경제 뉴스 좀 알려줘,news
28644,어제의 사회 뉴스 좀 알려줘,news
28645,어제의 과학 뉴스 알려줘.,news
28646,어제의 IT/과학 뉴스,news
28647,어제의 세계 뉴스는 알려줘.,news
28648,어제의 과학 뉴스,news
28649,어제의 생활/문화 뉴스는,news
28650,세계 뉴스 좀,news
28651,오늘의 정치 뉴스,news
28652,어제의 과학 뉴스 좀,news
28653,어제의 생활/문화 뉴스는 머가 있어?,news
28654,오늘의  뉴스는,news
28655,문화 뉴스는 머가 있어?,news
28656,생활/문화 뉴스,news
28657,오늘의 과학 뉴스 좀 알려줘,news
28658,어제의 과학 뉴스는 새로 나온거 있어?,news
28659,어제의 정치 뉴스 좀,news
28660,어제의  뉴스 머머 있어?,news
28661,어제의 과학 뉴스는 좀 알려줘,news
28662,오늘의  뉴스 머머 있어?,news
28663,경제 뉴스,news
28664,오늘의 IT/과학 뉴스는 새로 나온거 있어?,news
28665,어제의 정치 뉴스 머머 있어?,news
28666,오늘의 세계 뉴스,news
28667,어제의 경제 뉴스는 새로 나온거 있어?,news
28668,어제의 문화 뉴스는 머가 있어?,news
28669,과학 뉴스 알려줘.,news
28670,오늘의 IT/과학 뉴스 알려줘.,news
28671,오늘의 생활 뉴스는 새로 나온거 있어?,news
28672,어제의 과학 뉴스 머가 있어?,news
28673,어제의 정치 뉴스는 좀 알려줘,news
28674,과학 뉴스 좀 알려줘,news
28675,정치 뉴스 알려줘.,news
28676,오늘의 과학 뉴스 새로 나온거 있어?,news
28677,생활/문화 뉴스 머머 있어?,news
28678,생활 뉴스 좀,news
28679,생활/문화 뉴스 좀 알려줘,news
28680,어제의 IT/과학 뉴스는 좀 알려줘,news
28681,경제 뉴스 알려줘.,news
28682,뉴스는 좀,news
28683,생활/문화 뉴스 알려줘.,news
28684,오늘의 문화 뉴스는 좀 알려줘,news
28685,어제의  뉴스는 좀,news
28686,정치 뉴스 새로 나온거 있어?,news
28687,어제의 경제 뉴스 좀 알려줘,news
28688,생활/문화 뉴스는 머머 있어?,news
28689,IT 뉴스는 머가 있어?,news
28690,어제의 IT 뉴스 머머 있어?,news
28691,오늘의 정치 뉴스 알려줘.,news
28692,생활 뉴스는 머머 있어?,news
28693,어제의 세계 뉴스 좀,news
28694,생활 뉴스는 새로 나온거 있어?,news
28695,IT/과학 뉴스 머머 있어?,news
28696,어제의 생활 뉴스,news
28697,어제의  뉴스,news
28698,뉴스는 머머 있어?,news
28699,어제의 세계 뉴스 좀,news
28700,사회 뉴스 알려줘.,news
28701,오늘의 IT 뉴스는 좀 알려줘,news
28702,오늘의 정치 뉴스 머머 있어?,news
28703,뉴스 머가 있어?,news
28704,과학 뉴스 머머 있어?,news
28705,어제의 과학 뉴스,news
28706,어제의 세계 뉴스는 머머 있어?,news
28707,정치 뉴스 머가 있어?,news
28708,어제의 문화 뉴스는 머머 있어?,news
28709,오늘의 생활 뉴스는 알려줘.,news
28710,경제 뉴스 알려줘.,news
28711,어제의 생활/문화 뉴스는 새로 나온거 있어?,news
28712,어제의 생활 뉴스 좀 알려줘,news
28713,어제의 과학 뉴스는 좀,news
28714,오늘의 사회 뉴스는 새로 나온거 있어?,news
28715,경제 뉴스 좀 알려줘,news
28716,오늘의 문화 뉴스 좀 알려줘,news
28717,생활/문화 뉴스는 알려줘.,news
28718,어제의 정치 뉴스는,news
28719,오늘의 과학 뉴스 머머 있어?,news
28720,어제의 생활/문화 뉴스는,news
28721,사회 뉴스,news
28722,뉴스 머머 있어?,news
28723,어제의 IT 뉴스 좀,news
28724,어제의 경제 뉴스는 알려줘.,news
28725,어제의 경제 뉴스는,news
28726,어제의 경제 뉴스 좀,news
28727,오늘의 IT/과학 뉴스 좀 알려줘,news
28728,IT 뉴스 알려줘.,news
28729,오늘의  뉴스 알려줘.,news
28730,오늘의 세계 뉴스는 좀,news
28731,오늘의 IT 뉴스 좀,news
28732,오늘의 과학 뉴스는 새로 나온거 있어?,news
28733,어제의 사회 뉴스 머머 있어?,news
28734,어제의 경제 뉴스는 머가 있어?,news
28735,오늘의 사회 뉴스는 새로 나온거 있어?,news
28736,어제의 경제 뉴스는 머가 있어?,news
28737,생활/문화 뉴스 새로 나온거 있어?,news
28738,어제의 경제 뉴스 알려줘.,news
28739,생활 뉴스는 새로 나온거 있어?,news
28740,오늘의 생활/문화 뉴스 새로 나온거 있어?,news
28741,뉴스는 새로 나온거 있어?,news
28742,어제의 경제 뉴스,news
28743,어제의 사회 뉴스는,news
28744,어제의 사회 뉴스 머머 있어?,news
28745,사회 뉴스 좀 알려줘,news
28746,과학 뉴스는 머머 있어?,news
28747,뉴스는 좀 알려줘,news
28748,세계 뉴스는 새로 나온거 있어?,news
28749,오늘의  뉴스는 좀 알려줘,news
28750,오늘의 IT/과학 뉴스 새로 나온거 있어?,news
28751,오늘의 문화 뉴스 좀 알려줘,news
28752,오늘의 IT/과학 뉴스 머머 있어?,news
28753,어제의 경제 뉴스는,news
28754,어제의 IT/과학 뉴스 머가 있어?,news
28755,IT/과학 뉴스,news
28756,오늘의 IT/과학 뉴스는 머머 있어?,news
28757,오늘의 IT/과학 뉴스 새로 나온거 있어?,news
28758,오늘의 생활 뉴스는 알려줘.,news
28759,오늘의 과학 뉴스는 좀 알려줘,news
28760,오늘의 경제 뉴스는 머머 있어?,news
28761,어제의  뉴스는 머머 있어?,news
28762,어제의 사회 뉴스는 알려줘.,news
28763,어제의  뉴스 알려줘.,news
28764,IT/과학 뉴스,news
28765,어제의 과학 뉴스 머가 있어?,news
28766,오늘의 생활 뉴스 알려줘.,news
28767,어제의 IT/과학 뉴스는 좀 알려줘,news
28768,어제의 생활 뉴스는 좀 알려줘,news
28769,과학 뉴스,news
28770,오늘의 생활/문화 뉴스는 좀 알려줘,news
28771,오늘의 생활 뉴스는 좀,news
28772,오늘의 과학 뉴스 머머 있어?,news
28773,어제의 IT/과학 뉴스,news
28774,어제의 과학 뉴스는 알려줘.,news
28775,오늘의 IT 뉴스는 좀,news
28776,오늘의 생활/문화 뉴스는 머가 있어?,news
28777,어제의 사회 뉴스는 머가 있어?,news
28778,IT/과학 뉴스 새로 나온거 있어?,news
28779,과학 뉴스는 좀 알려줘,news
28780,어제의 경제 뉴스는 머머 있어?,news
28781,어제의 생활/문화 뉴스 새로 나온거 있어?,news
28782,어제의 경제 뉴스는,news
28783,어제의 경제 뉴스 머가 있어?,news
28784,오늘의  뉴스,news
28785,오늘의 정치 뉴스 머가 있어?,news
28786,어제의 IT/과학 뉴스는 좀 알려줘,news
28787,어제의 사회 뉴스 좀 알려줘,news
28788,어제의 과학 뉴스,news
28789,오늘의  뉴스,news
28790,IT 뉴스는 머머 있어?,news
28791,문화 뉴스,news
28792,오늘의 생활 뉴스는 머머 있어?,news
28793,생활/문화 뉴스는 좀,news
28794,어제의 문화 뉴스는 머머 있어?,news
28795,정치 뉴스 좀 알려줘,news
28796,사회 뉴스는,news
28797,오늘의 사회 뉴스 좀 알려줘,news
28798,어제의 경제 뉴스 좀,news
28799,어제의 정치 뉴스 머머 있어?,news
28800,오늘의 생활 뉴스는 새로 나온거 있어?,news
28801,정치 뉴스는 좀,news
28802,오늘의 IT/과학 뉴스 새로 나온거 있어?,news
28803,오늘의 생활 뉴스는 좀,news
